"products","file","line","record_type","property","value_type","optional"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","1744","","sqft","number | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","1745","","quantity","number","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","1746","","currentRetailPerSqft","number | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","1984","","application","unknown","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","1985","","couplingArrangement","unknown","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","1986","","componentCount","unknown","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2109","","optionsJson","Record<string, unknown>","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2110","","liftSystem","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2111","","motorType","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2112","","powerChanged","boolean","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2227","","id","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2228","","manufacturer","string | null","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2229","","productType","string | null","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2266","","id","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2266","","manufacturer","string | null","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2407","","productId","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2407","","programId","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2410","","optionsJson","Record<string, unknown>","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2411","","designFields","Partial<SalesQuoteDesign>","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2788","","mandatory","GridOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2788","","optional","GridOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2965","","option","GridOption","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2966","","value","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2967","","requirement","OptionSlotRequirement","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2968","","isOpen","boolean","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2969","","onToggle","() => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2970","","renderSelectedDirect","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","2971","","children","ReactNode","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3048","","mandatoryOptions","GridOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3049","","optionalOptions","GridOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3050","","renderSlot","(option: GridOption, requirement: OptionSlotRequirement) => ReactNode","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3069","ConfirmedOptionItem","option","GridOption","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3070","ConfirmedOptionItem","value","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3083","","mandatory","GridOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3083","","optional","GridOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3086","","mandatory","GridOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3086","","optional","GridOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3101","","items","ConfirmedOptionItem[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3102","","editingField","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3103","","onReset","(field: string) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3149","","productType","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3150","","onChangeProductType","(productType: string) => void","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3258","","productType","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3259","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3260","","width","number | null","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3261","","onUpdate","(field: string, value: unknown) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3408","","value","string | null | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3409","","onCommit","(value: string) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3410","","placeholder","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3411","","className","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3412","","autoFocus","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3457","","value","number | string | null | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3458","","label","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3459","","onCommit","(value: number) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3460","","onClear","() => void","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3461","","commitOnChange","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3462","","placeholder","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3463","","className","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3464","","step","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3465","","min","number","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","3466","","max","number","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4090","","label","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4091","","options","readonly string[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4092","","value","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4093","","onChange","(v: string) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4094","","hideLabel","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4134","","label","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4135","","options","readonly string[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4136","","value","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4137","","onChange","(v: string) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4138","","grouped","GridSelectGroup[]","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4139","","hideLabel","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4180","","label","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4180","","value","string|null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4180","","onChange","(value:string|null)=>void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4180","","placeholder","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4199","","label","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4200","","value","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4201","","onChange","(value: number) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4202","","onClear","() => void","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4203","","min","number","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4204","","max","number","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4205","","step","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4206","","placeholder","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4207","","unit","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4208","","hideLabel","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4257","","value","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4258","","options","readonly SideBySideLineOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4259","","onChange","(lineId: string | null) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4342","","value","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4343","","optionsJson","Record<string, unknown>","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4344","","onSelect","(fabricColor: MtsRollerFabricColor) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4345","","onClear","() => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4346","","metadataKeys","FabricMetadataKeys","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4347","","allowedCollections","readonly string[]","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4348","","allowedColorCodes","readonly string[]","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4349","","hideLabel","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4350","","mobilePresentation","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4407","","source","MtsRollerFabricColor","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4543","","productType","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4544","","field","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4545","","value","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4546","","optionsJson","Record<string, unknown>","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4547","","onSelect","(fabricColor: ProductColorOption) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4548","","onClear","() => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4549","","metadataKeys","FabricMetadataKeys","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4550","","allowedCollections","readonly string[]","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4551","","hideLabel","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4552","","mobilePresentation","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4624","","source","ProductColorOption","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4742","","label","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4743","","value","string | null","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4744","","onChange","(v: string) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4745","","noFirst","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","4746","","hideLabel","boolean","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6296","","productType","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6297","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6298","","manufacturerStamp","ReturnType<typeof resolveManufacturerStamp>","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6299","","onUpdateFields","(fields: Partial<SalesQuoteDesign>) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6300","","catalogProducts","QuoteLabCatalogProduct[]","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6519","","productType","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6520","","lineItem","SalesQuoteLineItem","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6521","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6522","","onUpdateFields","(fields: Partial<SalesQuoteDesign>) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6535","","id","string","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6535","","quantity","number","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6703","","productType","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6704","","products","QuoteLabCatalogProduct[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6705","","selectedProductId","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6706","","selectedProgramId","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6707","","widthInches","number","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6708","","heightInches","number","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6709","","quantity","number","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6710","","onChoose","(productId: string, programId: string) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6818","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6819","","displayedUnitPrice","number","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6820","","activeVariant","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6821","","productType","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6822","","onUpdate","(field: string, value: unknown) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6823","","onUpdateFields","(fields: Partial<SalesQuoteDesign>) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","6824","","authoritativeV2","boolean","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7279","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7280","","onUpdate","(field: string, value: unknown) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7338","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7339","","onUpdate","(field: string, value: unknown) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7340","","handleUpdate","(field: string, value: unknown) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7346","TrackedStep","key","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7347","TrackedStep","label","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7348","TrackedStep","field","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7349","TrackedStep","options","readonly string[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7481","","steps","{ key: string; label: string; field: string }[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7481","","key","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7481","","label","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7481","","field","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7482","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7483","","onClear","(field: string, value: unknown) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7510","","step","{ label: string; options: readonly string[] }","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7510","","label","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7510","","options","readonly string[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7511","","onSelect","(v: string) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7539","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7540","","productId","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7541","","onUpdateFields","(fields: Partial<SalesQuoteDesign>) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7976","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7977","","productId","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7978","","widthInches","number","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","7979","","onUpdateFields","(fields: Partial<SalesQuoteDesign>) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8041","","id","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8041","","quantity","number","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8442","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8443","","productId","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8444","","onUpdateFields","(fields: Partial<SalesQuoteDesign>) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8692","","design","SalesQuoteDesign | undefined","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8693","","productType","string","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8694","","lineItem","SalesQuoteLineItem","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8695","","onUpdate","(field: string, value: unknown) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8696","","onUpdateFields","(fields: Partial<SalesQuoteDesign>) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8697","","authoritativeV2","boolean","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8698","","sideBySideLineOptions","readonly SideBySideLineOption[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8699","","onSideBySidePairChange","( lineId: string | null, position?: string | null, ) => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","8703","","onClearSideBySidePartner","() => void","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","10520","","gaps","number[]","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","11835","","gaps","number[]","true"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","13024","","shapes","SpecialtyShape[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","13025","","categories","readonly string[]","false"
"","src/mts-quote/components/crm/quote-builder/DesignCard.tsx","13026","","onSelect","(label: string) => void","false"
