"products","file","line","saved_key","read_expression","enclosing_function"
"roman","src/lib/quote-v2/norman-roman-hardware.ts","96","chain_type","c.chain_type","romanHardware"
"roman","src/lib/quote-v2/norman-roman-hardware.ts","96","chain_color","c.chain_color","romanHardware"
"roman","src/lib/quote-v2/norman-roman-hardware.ts","97","poles","c.poles","romanHardware"
"roman","src/lib/quote-v2/norman-roman-hardware.ts","97","roman_pole_quantity","c.roman_pole_quantity","romanHardware"
"roman","src/lib/quote-v2/norman-roman-hardware.ts","98","magnet_color","c.magnet_color","romanHardware"
"roman","src/lib/quote-v2/norman-roman-matching.ts","23","lift_system","c.lift_system","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","lift_system","c.lift_system","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","mount_type","c.mount_type","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","fold_style","c.fold_style","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","fabric_color_code","c.fabric_color_code","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","lining","c.lining","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","fabric_orientation","c.fabric_orientation","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","roman_fabric_pattern","c.roman_fabric_pattern","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","valance","c.valance","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","motor_type","c.motor_type","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","power_source","c.power_source","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-matching.ts","24","dc_power_supply","c.dc_power_supply","deriveRomanMatching"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","22","motor_type","c.motor_type","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","23","lift_system","c.lift_system","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","26","motor_type","c.motor_type","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","29","norman_order_record_v1","c.norman_order_record_v1","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","32","shade_type","c.shade_type","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","39","key","c[key]","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","39","key","c[key]","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","39","key","c[key]","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","56","remote_type","c.remote_type","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","57","roman_remote_quantity","c.roman_remote_quantity","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","57","roman_remote_quantity","c.roman_remote_quantity","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","60","roman_remote_channel","c.roman_remote_channel","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","60","roman_remote_channel","c.roman_remote_channel","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","60","roman_remote_channel","c.roman_remote_channel","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","62","roman_remote_channel","c.roman_remote_channel","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","66","roman_solar_panel","c.roman_solar_panel","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","69","roman_wand_length","c.roman_wand_length","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","69","roman_wand_length","c.roman_wand_length","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","70","roman_wand_color","c.roman_wand_color","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","70","roman_wand_color","c.roman_wand_color","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","71","roman_wand_length","c.roman_wand_length","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","72","roman_extension_color","c.roman_extension_color","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","73","key","c[key]","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","73","key","c[key]","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","74","roman_motor_network","c.roman_motor_network","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","74","roman_motor_network","c.roman_motor_network","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","74","roman_motor_network","c.roman_motor_network","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","81","roman_extension_color","c.roman_extension_color","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","82","roman_wand_length","c.roman_wand_length","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","82","roman_wand_color","c.roman_wand_color","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","83","remote_type","c.remote_type","romanMotorAccessories"
"roman","src/lib/quote-v2/norman-roman-motor-accessories.ts","83","existing_remote_work_order_number","c.existing_remote_work_order_number","romanMotorAccessories"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","9","key","c[key]","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","20","fabric_color_code","c.fabric_color_code","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","21","fabric_color_id","c.fabric_color_id","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","21","fabric_color_id","c.fabric_color_id","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","23","motor_type","c.motor_type","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","23","remote_type","c.remote_type","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","23","motorization_selections","c.motorization_selections","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","23","motorization_selections","c.motorization_selections","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","29","mount_depth_inches","c.mount_depth_inches","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","29","mount_depth_inches","c.mount_depth_inches","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","31","key","c[key]","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","34","san_clemente_pole_36_quantity","c.san_clemente_pole_36_quantity","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","34","san_clemente_pole_60_quantity","c.san_clemente_pole_60_quantity","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","43","mount_depth_inches","c.mount_depth_inches","validateSanClemente"
"san_clemente_honeycomb|san_clemente_faux_wood","src/lib/quote-v2/norman-san-clemente-rules.ts","43","mount_depth_inches","c.mount_depth_inches","validateSanClemente"
"","src/lib/quote-v2/norman-shade-motorization.ts","84","key","context.configuration[key]","value"
"","src/lib/quote-v2/norman-shade-motorization.ts","889","norman_order_record_v1","context.configuration.norman_order_record_v1","panelSelections"
"","src/lib/quote-v2/norman-shade-motorization.ts","895","norman_order_record_v1","context.configuration.norman_order_record_v1","hasPanelAllocation"
"","src/lib/quote-v2/norman-shade-motorization.ts","940","norman_assembly_v1","context.configuration.norman_assembly_v1","resolveRoman"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","12","color","s.configuration.color","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","12","louver_size","s.configuration.louver_size","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","14","NORMAN_SHUTTER_PANEL_RECORD","c[NORMAN_SHUTTER_PANEL_RECORD]","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","16","color","s.configuration.color","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","16","fabric_color_code","s.configuration.fabric_color_code","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","18","fabric_color_code","s.configuration.fabric_color_code","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","18","fabric_color_code","s.configuration.fabric_color_code","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","19","louver_size","s.configuration.louver_size","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","21","hinge_color","s.configuration.hinge_color","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","21","frame_type","s.configuration.frame_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","21","frame_type","s.configuration.frame_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","21","hinge_color","s.configuration.hinge_color","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","22","tilt_type","s.configuration.tilt_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","22","tilt_type","s.configuration.tilt_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","23","frame_type","s.configuration.frame_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","23","frame_type","s.configuration.frame_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","26","frame_type","s.configuration.frame_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","29","mount_type","s.configuration.mount_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","31","frame_type","s.configuration.frame_type","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","33","panel_config","c.panel_config","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","34","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","34","louver_size","c.louver_size","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","35","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","35","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","35","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","35","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","35","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","35","louver_size","c.louver_size","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","35","panel_config","c.panel_config","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","36","stile_width","c.stile_width","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","36","stile_join","c.stile_join","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","36","panel_closure","c.panel_closure","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","36","panel_config","c.panel_config","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","37","stile_profile","c.stile_profile","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","37","stile_profile","c.stile_profile","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","38","stile_width","c.stile_width","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","38","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","38","stile_width","c.stile_width","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","39","stile_join","c.stile_join","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","39","panel_config","c.panel_config","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","39","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","39","stile_join","c.stile_join","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","40","stile_join","c.stile_join","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","40","panel_config","c.panel_config","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","40","widest_panel_width_inches","c.widest_panel_width_inches","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","41","panel_closure","c.panel_closure","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","41","panel_closure","c.panel_closure","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-assortment.ts","41","panel_config","c.panel_config","validateNormanShutterAssortment"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","18","panel_config","c.panel_config","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","19","mount_type","c.mount_type","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","21","stile_width","c.stile_width","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","21","stile_join","c.stile_join","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-bifold180.ts","33","louver_size","c.louver_size","validateNormanShutterBifold180"
"norman_shutters","src/lib/quote-v2/norman-shutter-panels.ts","15","NORMAN_SHUTTER_PANEL_RECORD","c[NORMAN_SHUTTER_PANEL_RECORD]","validateNormanShutterPanels"
"norman_shutters","src/lib/quote-v2/norman-shutter-panels.ts","16","NORMAN_SHUTTER_PANEL_RECORD","c[NORMAN_SHUTTER_PANEL_RECORD]","validateNormanShutterPanels"
"norman_shutters","src/lib/quote-v2/norman-shutter-panels.ts","23","panel_config","c.panel_config","validateNormanShutterPanels"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","33","key","context.configuration[key]","selectionText"
"norman_shutters","src/lib/quote-v2/norman-shutter-pricing-size.ts","38","frame_sides","context.configuration.frame_sides","selectionFrameSides"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","18","control_type","c.control_type","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","18","lift_system","c.lift_system","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","18","stack_option","c.stack_option","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","19","installation_method","c.installation_method","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","19","smartdrape_mount_method","c.smartdrape_mount_method","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","22","long_l_bracket","c.long_l_bracket","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","22","aluminum_shim","c.aluminum_shim","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","22","smartdrape_ceiling_attachment","c.smartdrape_ceiling_attachment","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","24","pocket_depth_inches","c.pocket_depth_inches","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","24","pocket_height_inches","c.pocket_height_inches","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","31","smartdrape_keystone_joints","c.smartdrape_keystone_joints","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","35","installation_method","c.installation_method","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","35","smartdrape_mount_method","c.smartdrape_mount_method","smartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","52","smartdrape_ceiling_attachment","c.smartdrape_ceiling_attachment","validateSmartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","53","smartdrape_ceiling_attachment","c.smartdrape_ceiling_attachment","validateSmartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","56","pocket_depth_inches","c.pocket_depth_inches","validateSmartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","56","pocket_height_inches","c.pocket_height_inches","validateSmartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","58","keystone","c.keystone","validateSmartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","58","smartdrape_keystone_joints","c.smartdrape_keystone_joints","validateSmartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","59","key","c[key]","validateSmartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-hardware.ts","59","key","c[key]","validateSmartdrapeHardware"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","12","control_type","c.control_type","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","12","lift_system","c.lift_system","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","13","motor_type","c.motor_type","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","18","key","c[key]","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","18","key","c[key]","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","26","remote_type","c.remote_type","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","27","smartdrape_remote_quantity","c.smartdrape_remote_quantity","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","29","smartdrape_remote_channel","c.smartdrape_remote_channel","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","29","smartdrape_remote_channel","c.smartdrape_remote_channel","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","30","smartdrape_hub_quantity","c.smartdrape_hub_quantity","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","31","hub_required","c.hub_required","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","32","smartdrape_motor_network","c.smartdrape_motor_network","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","32","smartdrape_motor_network","c.smartdrape_motor_network","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","33","smartdrape_charging_wand_length","c.smartdrape_charging_wand_length","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","33","smartdrape_charging_wand_length","c.smartdrape_charging_wand_length","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","33","smartdrape_charging_wand_length","c.smartdrape_charging_wand_length","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","40","smartdrape_charging_wand_color","c.smartdrape_charging_wand_color","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","40","smartdrape_charging_wand_color","c.smartdrape_charging_wand_color","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","46","smartdrape_remote_channel","c.smartdrape_remote_channel","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","47","hub_required","c.hub_required","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","51","remote_type","c.remote_type","smartdrapeMotorAccessories"
"smartdrape","src/lib/quote-v2/norman-smartdrape-motor-accessories.ts","51","existing_remote_work_order_number","c.existing_remote_work_order_number","smartdrapeMotorAccessories"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","6","KEY","c[KEY]","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","7","KEY","c[KEY]","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","24","KEY","c[KEY]","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","25","smartdrape_replacement_source_v1","c.smartdrape_replacement_source_v1","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","26","replacement_pack_style","c.replacement_pack_style","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","26","replacement_vane_length","c.replacement_vane_length","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","26","replacement_shade_type","c.replacement_shade_type","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","26","replacement_stack","c.replacement_stack","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","26","replacement_color_mode","c.replacement_color_mode","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","26","replacement_second_color","c.replacement_second_color","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","26","replacement_pack_contents","c.replacement_pack_contents","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","27","fabric_color_code","c.fabric_color_code","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","27","fabric_color_name","c.fabric_color_name","validateSmartdrapeReplacement"
"smartdrape|norman_smartdrape_replacement_vanes","src/lib/quote-v2/norman-smartdrape-replacement.ts","27","fabric_color_collection","c.fabric_color_collection","validateSmartdrapeReplacement"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","8","application","s.configuration.application","smartdrapeIsPaired"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","8","stack_option","s.configuration.stack_option","smartdrapeIsPaired"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","11","control_type","c.control_type","smartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","11","lift_system","c.lift_system","smartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","11","stack_option","c.stack_option","smartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","23","application","c.application","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","23","application","c.application","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","25","smartdrape_pair_id","c.smartdrape_pair_id","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","25","smartdrape_pair_id","c.smartdrape_pair_id","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","26","smartdrape_pair_position","c.smartdrape_pair_position","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","27","smartdrape_pair_position","c.smartdrape_pair_position","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","28","stack_option","c.stack_option","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","29","smartdrape_pair_id","c.smartdrape_pair_id","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","29","smartdrape_pair_id","c.smartdrape_pair_id","validateSmartdrapeTrack"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","35","SMARTDRAPE_PAIR_KEY","c[SMARTDRAPE_PAIR_KEY]","deriveSmartdrapePairs"
"smartdrape","src/lib/quote-v2/norman-smartdrape-tracks.ts","37","smartdrape_pair_id","c.smartdrape_pair_id","deriveSmartdrapePairs"
"smartdrape","src/lib/quote-v2/norman-smartdrape-vane-packs.ts","8","smartdrape_extra_vane_packs","c.smartdrape_extra_vane_packs","smartdrapeVanePacks"
"smartdrape","src/lib/quote-v2/norman-smartdrape-vane-packs.ts","8","smartdrape_extra_wands","c.smartdrape_extra_wands","smartdrapeVanePacks"
"smartdrape","src/lib/quote-v2/norman-smartdrape-vane-packs.ts","8","smartdrape_vane_pack_style","c.smartdrape_vane_pack_style","smartdrapeVanePacks"
"smartdrape","src/lib/quote-v2/norman-smartdrape-vane-packs.ts","8","vane_style","c.vane_style","smartdrapeVanePacks"
"smartdrape","src/lib/quote-v2/norman-smartdrape-vane-packs.ts","8","stack_option","c.stack_option","smartdrapeVanePacks"
"smartdrape","src/lib/quote-v2/norman-smartdrape-vane-packs.ts","12","smartdrape_second_color","c.smartdrape_second_color","smartdrapeVanePacks"
"smartdrape","src/lib/quote-v2/norman-smartdrape-vane-packs.ts","12","fabric_color_code","c.fabric_color_code","smartdrapeVanePacks"
