source_page,href,first_status,first_location,decision
https://www.805shutters.com/window-treatments/oak-park-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/oak-park-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/oak-park-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/ojai/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/ojai/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/ojai/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/ojai-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/oxnard/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/oxnard/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/oxnard/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/oxnard-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/port-hueneme/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/port-hueneme/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/port-hueneme/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/port-hueneme-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-paula/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-paula/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-paula/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-paula-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-clarita/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-clarita/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-clarita/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-coverings/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/window-treatments/santa-clarita-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-rosa-valley/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-rosa-valley/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shutters/santa-rosa-valley/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/shades/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/blinds/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
https://www.805shutters.com/drapery/santa-rosa-valley-ca/,/financing/,200,,already direct; unchanged
